"X","GlobalEventID","Day","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_Fullname","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_ADM2Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_Fullname","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_ADM2Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_Fullname","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_ADM2Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","Dateadded","Sourceurl","CutURL","CutURL2"
81056,614705356,20170106,201701,2017,2017.0164,"NGA","NIGERIAN","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","BEIJING","CHN",NA,NA,NA,NA,NA,NA,NA,1,51,51,5,"1",3.4,2,1,2,1.77777777777778,4,"Chibok, Borno, Nigeria","NI","NI27",191091,10.8658,12.847,"-2003729",4,"Chibok, Borno, Nigeria","NI","NI27",191091,10.8658,12.847,"-2003729",4,"Chibok, Borno, Nigeria","NI","NI27",191091,10.8658,12.847,"-2003729",20170106134500,"http://english.sina.com/news/2017-01-06/detail-ifxzkfuk2652457.shtml","english.si","english.sina."
81064,614705364,20170106,201701,2017,2017.0164,"NGAGOV","NIGERIAN","NGA",NA,NA,NA,NA,"GOV",NA,NA,"CHN","BEIJING","CHN",NA,NA,NA,NA,NA,NA,NA,1,51,51,5,"1",3.4,2,1,2,1.77777777777778,4,"Chibok, Borno, Nigeria","NI","NI27",191091,10.8658,12.847,"-2003729",4,"Chibok, Borno, Nigeria","NI","NI27",191091,10.8658,12.847,"-2003729",4,"Chibok, Borno, Nigeria","NI","NI27",191091,10.8658,12.847,"-2003729",20170106134500,"http://english.sina.com/news/2017-01-06/detail-ifxzkfuk2652457.shtml","english.si","english.sina."
85037,614778485,20170106,201701,2017,2017.0164,"BUS","COMPANY",NA,NA,NA,NA,NA,"BUS",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,60,60,6,"2",6,4,1,4,-4.04312668463612,4,"Nemba, Nigeria (general), Nigeria","NI","NI00",22689,7.33333,8.53333,"-2020666",4,"Saxi, Hunan, China","CH","CH11",13141,26.9319,109.824,"9170092",4,"Nemba, Nigeria (general), Nigeria","NI","NI00",22689,7.33333,8.53333,"-2020666",20170106190000,"http://naija247news.com/2017/01/w-africa-crude-ioc-awards-tender-more-angolan-cargoes-move/","naija247ne","naija247news."
89105,614866280,20170107,201701,2017,2017.0192,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,30,3,"1",4,2,1,2,-0.20576131687242,1,"China","CH","CH",NA,35,105,"CH",0,NA,NA,NA,NA,NA,NA,NA,5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",20170107014500,"http://dailypost.ng/2017/01/07/light-rail-project-not-meant-mortgage-kano-state-gov-ganduje/","dailypost.","dailypost.ng/"
89106,614866302,20170107,201701,2017,2017.0192,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,0,51,51,5,"1",3.4,4,1,4,-0.20576131687242,1,"China","CH","CH",NA,35,105,"CH",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",20170107014500,"http://dailypost.ng/2017/01/07/light-rail-project-not-meant-mortgage-kano-state-gov-ganduje/","dailypost.","dailypost.ng/"
89189,614867400,20170107,201701,2017,2017.0192,"MNCCHN","BANK OF CHINA","CHN",NA,NA,NA,NA,"MNC",NA,NA,"NGAGOV","NIGERIA","NGA",NA,NA,NA,NA,"GOV",NA,NA,0,40,40,4,"1",1,1,1,1,-0.20576131687242,1,"China","CH","CH",NA,35,105,"CH",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",20170107014500,"http://dailypost.ng/2017/01/07/light-rail-project-not-meant-mortgage-kano-state-gov-ganduje/","dailypost.","dailypost.ng/"
89228,614867465,20170107,201701,2017,2017.0192,"NGAGOV","NIGERIA","NGA",NA,NA,NA,NA,"GOV",NA,NA,"MNCCHN","BANK OF CHINA","CHN",NA,NA,NA,NA,"MNC",NA,NA,0,40,40,4,"1",1,1,1,1,-0.20576131687242,5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",1,"China","CH","CH",NA,35,105,"CH",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",20170107014500,"http://dailypost.ng/2017/01/07/light-rail-project-not-meant-mortgage-kano-state-gov-ganduje/","dailypost.","dailypost.ng/"
94152,614963713,20170107,201701,2017,2017.0192,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,1,40,40,4,"1",1,4,1,4,3.73134328358209,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170107130000,"http://www.nigerianeye.com/2017/01/conte-sends-message-to-mikel-after.html","www.nigeri","www.nigeriane"
95792,614995746,20170107,201701,2017,2017.0192,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNMENT",NA,NA,NA,NA,NA,"GOV",NA,NA,1,71,71,7,"2",7.4,2,1,2,2.92553191489362,1,"China","CH","CH",NA,35,105,"CH",4,"Akufo, Oyo, Nigeria","NI","NI32",191213,7.50889,3.79083,"-1998913",4,"Akufo, Oyo, Nigeria","NI","NI32",191213,7.50889,3.79083,"-1998913",20170107163000,"http://www.informationng.com/2017/01/chinese-firm-secures-contract-rehabilitate-58km-ibadan-eruwa-road.html","www.inform","www.informati"
95973,615000269,20170107,201701,2017,2017.0192,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,1,43,43,4,"1",2.8,2,1,2,1.41158989598811,5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",20170107170000,"http://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","leadership","leadership.ng"
95974,615000270,20170107,201701,2017,2017.0192,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,1,57,57,5,"1",8,2,1,2,1.41158989598811,5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",20170107170000,"http://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","leadership","leadership.ng"
95996,615000554,20170107,201701,2017,2017.0192,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,1,1,1,1.41158989598811,4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",20170107170000,"http://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","leadership","leadership.ng"
95997,615000555,20170107,201701,2017,2017.0192,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,5,1,5,1.41158989598811,5,"Delta State, Delta, Nigeria","NI","NI36",191350,5.5,6,"29267",5,"Delta State, Delta, Nigeria","NI","NI36",191350,5.5,6,"29267",5,"Delta State, Delta, Nigeria","NI","NI36",191350,5.5,6,"29267",20170107170000,"http://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","leadership","leadership.ng"
95998,615000556,20170107,201701,2017,2017.0192,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,57,57,5,"1",8,2,1,2,1.41158989598811,4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",20170107170000,"http://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","leadership","leadership.ng"
97830,615036116,20170107,201701,2017,2017.0192,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,43,43,4,"1",2.8,1,1,1,-0.97442143727162,1,"Nigeria","NI","NI",NA,10,8,"NI",0,NA,NA,NA,NA,NA,NA,NA,1,"Nigeria","NI","NI",NA,10,8,"NI",20170107213000,"http://www.chinanationalnews.com/index.php/sid/250741655","www.chinan","www.chinanati"
98507,615047650,20170107,201701,2017,2017.0192,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"MEX","MEXICO CITY","MEX",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,2,1,2,-0.35778175313059,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170107231500,"http://peakoil.com/forums/viewtopic.php?p=1344052","peakoil.co","peakoil.com/f"
100461,615076395,20170108,201701,2017,2017.0219,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,160,160,16,"4",-4,8,1,8,-0.41246562786434,4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",20170108020000,"http://www.vanguardngr.com/2017/01/payment-n5000-fg-creates-officially-recognised-begging-class/","www.vangua","www.vanguardn"
101229,615091257,20170108,201701,2017,2017.0219,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,1,100,100,10,"3",-5,4,1,4,2.44755244755245,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170108041500,"https://sputniknews.com/world/201701081049365321-china-african-states-new-silk-road/","/sputnikne","/sputniknews."
101278,615091466,20170108,201701,2017,2017.0219,"GOV","FOREIGN MINIST",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,13,13,1,"1",0.4,4,1,4,2.44755244755245,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170108041500,"https://sputniknews.com/world/201701081049365321-china-african-states-new-silk-road/","/sputnikne","/sputniknews."
101442,615093161,20170108,201701,2017,2017.0219,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,51,51,5,"1",3.4,2,1,2,-0.19436345966958,4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",1,"China","CH","CH",NA,35,105,"CH",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170108043000,"http://guardian.ng/features/ezeanyanaso-we-need-more-female-participation-in-sciences/","guardian.n","guardian.ng/f"
101512,615093634,20170108,201701,2017,2017.0219,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,61,61,6,"2",6.4,10,1,10,0.25380710659898,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170108043000,"http://sunnewsonline.com/how-to-detect-plastic-rice-prof-mamza-polymer-institute-president/","sunnewsonl","sunnewsonline"
103045,615117908,20170108,201701,2017,2017.0219,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,43,43,4,"1",2.8,1,1,1,-3.96196513470682,1,"Nigeria","NI","NI",NA,10,8,"NI",0,NA,NA,NA,NA,NA,NA,NA,1,"Nigeria","NI","NI",NA,10,8,"NI",20170108080000,"http://www.beijingbulletin.com/index.php/sid/250741655","www.beijin","www.beijingbu"
104844,615142221,20170108,201701,2017,2017.0219,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","KANO","NGA",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,10,1,10,0.740740740740739,5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",20170108110000,"https://www.today.ng/business/finance/242179/1-85bn-loan-meant-mortgage-kanos-future-ganduje","/www.today","/www.today.ng"
105139,615148392,20170108,201701,2017,2017.0219,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,1,43,43,4,"1",2.8,2,1,2,1.41158989598811,5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",20170108114500,"https://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","/leadershi","/leadership.n"
105140,615148393,20170108,201701,2017,2017.0219,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,1,57,57,5,"1",8,2,1,2,1.41158989598811,5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",20170108114500,"https://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","/leadershi","/leadership.n"
105182,615148764,20170108,201701,2017,2017.0219,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,1,1,1,1.41158989598811,4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",20170108114500,"https://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","/leadershi","/leadership.n"
105183,615148765,20170108,201701,2017,2017.0219,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,5,1,5,1.41158989598811,5,"Delta State, Delta, Nigeria","NI","NI36",191350,5.5,6,"29267",5,"Delta State, Delta, Nigeria","NI","NI36",191350,5.5,6,"29267",5,"Delta State, Delta, Nigeria","NI","NI36",191350,5.5,6,"29267",20170108114500,"https://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","/leadershi","/leadership.n"
105184,615148766,20170108,201701,2017,2017.0219,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,57,57,5,"1",8,2,1,2,1.41158989598811,4,"Danja, Katsina, Nigeria","NI","NI24",191074,11.3764,7.56249,"-2004500",5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",5,"Katsina State, Katsina, Nigeria","NI","NI24",191020,12.25,7.5,"-2015017",20170108114500,"https://leadership.ng/features/566335/diversification-of-economy-a-post-mortem","/leadershi","/leadership.n"
107894,615203767,20170108,201701,2017,2017.0219,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"MEX","MEXICO CITY","MEX",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,2,1,2,-0.19685039370079,4,"Ibon, Akwa Ibom, Nigeria","NI","NI21",22625,5.10252,7.78797,"-2010599",4,"Ibon, Akwa Ibom, Nigeria","NI","NI21",22625,5.10252,7.78797,"-2010599",4,"Ibon, Akwa Ibom, Nigeria","NI","NI21",22625,5.10252,7.78797,"-2010599",20170108180000,"http://peakoil.com/forums/viewtopic.php?p=1344155","peakoil.co","peakoil.com/f"
109297,615232131,20170108,201701,2017,2017.0219,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","LAGOS","NGA",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,10,1,10,1.91387559808612,4,"Katsina, Katsina, Nigeria","NI","NI24",22565,12.9894,7.60063,"-2015012",4,"Katsina, Katsina, Nigeria","NI","NI24",22565,12.9894,7.60063,"-2015012",4,"Katsina, Katsina, Nigeria","NI","NI24",22565,12.9894,7.60063,"-2015012",20170108213000,"http://tribuneonlineng.com/new-terminal-kano-airport-advanced-stage-completion-fg/","tribuneonl","tribuneonline"
116648,615334538,20170109,201701,2017,2017.0247,"GOV","GOVERNMENT",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,5,1,5,-0.35799522673031,4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170109080000,"http://allafrica.com/stories/201701090193.html","allafrica.","allafrica.com"
120482,615381973,20170109,201701,2017,2017.0247,"MED","NEWSPAPER",NA,NA,NA,NA,NA,"MED",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,0,13,13,1,"1",0.4,1,1,1,-4.52342487883683,4,"Abraka, Delta, Nigeria","NI","NI36",191420,5.79023,6.10473,"-1996987",4,"Abraka, Delta, Nigeria","NI","NI36",191420,5.79023,6.10473,"-1996987",4,"Abraka, Delta, Nigeria","NI","NI36",191420,5.79023,6.10473,"-1996987",20170109113000,"http://news2.onlinenigeria.com/news/general/583690-buhari%E2%80%99s-men-clash-over-pastor-adeboye,-newspaper-review.html","news2.onli","news2.onlinen"
125602,615459280,20170109,201701,2017,2017.0247,"NGA","NIGERIAN","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,61,61,6,"2",6.4,8,1,8,0.998573466476458,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"China","CH","CH",NA,35,105,"CH",1,"Nigeria","NI","NI",NA,10,8,"NI",20170109163000,"http://microgridmedia.com/pay-as-you-go-solar-and-microgrids-considered-new-class-of-infrastructure-investment/","microgridm","microgridmedi"
125603,615459281,20170109,201701,2017,2017.0247,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,61,61,6,"2",6.4,2,1,2,0.998573466476458,1,"Pakistan","PK","PK",NA,30,70,"PK",1,"China","CH","CH",NA,35,105,"CH",1,"Nigeria","NI","NI",NA,10,8,"NI",20170109163000,"http://microgridmedia.com/pay-as-you-go-solar-and-microgrids-considered-new-class-of-infrastructure-investment/","microgridm","microgridmedi"
125632,615459352,20170109,201701,2017,2017.0247,"PAK","PAKISTANI","PAK",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,61,61,6,"2",6.4,10,1,10,0.998573466476458,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170109163000,"http://microgridmedia.com/pay-as-you-go-solar-and-microgrids-considered-new-class-of-infrastructure-investment/","microgridm","microgridmedi"
126935,615482196,20170109,201701,2017,2017.0247,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"BUS","COMPANY",NA,NA,NA,NA,NA,"BUS",NA,NA,0,10,10,1,"1",0,2,1,2,1.26315789473684,5,"Kogi State, Kogi, Nigeria","NI","NI41",191205,7.75,6.75,"9153500",5,"Kogi State, Kogi, Nigeria","NI","NI41",191205,7.75,6.75,"9153500",5,"Kogi State, Kogi, Nigeria","NI","NI41",191205,7.75,6.75,"9153500",20170109180000,"http://leadership.ng/news/566570/fg-reiterates-commitment-to-promised-value-addition-in-mining","leadership","leadership.ng"
127561,615494448,20170109,201701,2017,2017.0247,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,173,173,17,"4",-5,1,1,1,-10.4208416833668,4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",0,NA,NA,NA,NA,NA,NA,NA,4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",20170109184500,"http://saharareporters.com/2017/01/09/exigencies-war-against-corruption-nigeria-tochukwu-ezukanma","sahararepo","saharareporte"
130754,615558646,20170109,201701,2017,2017.0247,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,0,43,43,4,"1",2.8,2,1,2,1.01276970497578,5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",20170109233000,"http://www.thisdaylive.com/index.php/2017/01/10/what-kanawa-stands-to-benefit-from-the-kano-light-rail-project/","www.thisda","www.thisdayli"
130755,615558647,20170109,201701,2017,2017.0247,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,0,46,46,4,"1",7,2,1,2,1.01276970497578,5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",20170109233000,"http://www.thisdaylive.com/index.php/2017/01/10/what-kanawa-stands-to-benefit-from-the-kano-light-rail-project/","www.thisda","www.thisdayli"
130791,615559083,20170109,201701,2017,2017.0247,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,42,42,4,"1",1.9,2,1,2,1.01276970497578,5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",20170109233000,"http://www.thisdaylive.com/index.php/2017/01/10/what-kanawa-stands-to-benefit-from-the-kano-light-rail-project/","www.thisda","www.thisdayli"
130792,615559084,20170109,201701,2017,2017.0247,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,0,46,46,4,"1",7,2,1,2,1.01276970497578,5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",5,"Kano State, Kano, Nigeria","NI","NI29",191066,11.5,8.5,"-2014618",20170109233000,"http://www.thisdaylive.com/index.php/2017/01/10/what-kanawa-stands-to-benefit-from-the-kano-light-rail-project/","www.thisda","www.thisdayli"
131377,615573792,20170110,201701,2017,2017.0274,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,70,70,7,"2",7,4,1,4,3.47874102705688,4,"Johannesburg, Gauteng, South Africa","SF","SF06",77364,-26.2,28.0833,"-1240261",1,"China","CH","CH",NA,35,105,"CH",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170110001500,"http://thenationonlineng.net/chinese-top-envoys-visit-nigeria-others-ll-strengthen-bilateral-ties/","thenationo","thenationonli"
131384,615574180,20170110,201701,2017,2017.0274,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGAGOV","NIGERIA","NGA",NA,NA,NA,NA,"GOV",NA,NA,0,57,57,5,"1",8,6,1,6,3.47874102705688,1,"China","CH","CH",NA,35,105,"CH",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170110001500,"http://thenationonlineng.net/chinese-top-envoys-visit-nigeria-others-ll-strengthen-bilateral-ties/","thenationo","thenationonli"
131385,615574181,20170110,201701,2017,2017.0274,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGAGOV","NIGERIA","NGA",NA,NA,NA,NA,"GOV",NA,NA,0,57,57,5,"1",8,2,1,2,3.47874102705688,1,"China","CH","CH",NA,35,105,"CH",1,"China","CH","CH",NA,35,105,"CH",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170110001500,"http://thenationonlineng.net/chinese-top-envoys-visit-nigeria-others-ll-strengthen-bilateral-ties/","thenationo","thenationonli"
