"X","GlobalEventID","Day","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_Fullname","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_ADM2Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_Fullname","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_ADM2Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_Fullname","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_ADM2Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","Dateadded","Sourceurl","CutURL","CutURL2"
4435,613327238,20170101,201701,2017,2017.0027,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,0,130,130,13,"3",-4.4,4,1,4,2.04904266039637,4,"Beijing, Beijing, China","CH","CH22",13001,39.9289,116.388,"-1898541",4,"Beijing, Beijing, China","CH","CH22",13001,39.9289,116.388,"-1898541",4,"Tazara, Jigawa, Nigeria","NI","NI39",191025,12.1007,9.70706,"-2027541",20170101111500,"http://www.pambazuka.org/global-south/china-africa-devil-or-angel","www.pambaz","www.pambazuka"
6356,613361968,20170101,201701,2017,2017.0027,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,0,173,173,17,"4",-5,4,1,4,-1.77952007602756,4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",3,"White House, District of Columbia, United States","US","USDC",NA,38.8951,-77.0364,"531871",4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",20170101154500,"http://omojuwa.com/2017/01/2016-year-attainments-challenges-kaduna-el-rufai/","omojuwa.co","omojuwa.com/2"
6510,613365440,20170101,201701,2017,2017.0027,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,0,173,173,17,"4",-5,2,1,2,-4.03348554033485,4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",20170101161500,"http://omojuwa.com/2017/01/corruption-jonathans-men-women-run-ebuka-onyeji/","omojuwa.co","omojuwa.com/2"
7303,613381540,20170101,201701,2017,2017.0027,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,0,173,173,17,"4",-5,2,1,2,-1.93837582158194,4,"Lafiya, Kaduna, Nigeria","NI","NI23",22830,11.2449,7.74564,"-2017327",4,"Lafiya, Kaduna, Nigeria","NI","NI23",22830,11.2449,7.74564,"-2017327",4,"Lafiya, Kaduna, Nigeria","NI","NI23",22830,11.2449,7.74564,"-2017327",20170101183000,"http://omojuwa.com/2017/01/breaking-disneys-bambi-artist-tyrus-wong-dies-aged-106/","omojuwa.co","omojuwa.com/2"
7304,613381541,20170101,201701,2017,2017.0027,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,0,173,173,17,"4",-5,1,1,1,-2.25937641211026,4,"Lafiya, Kaduna, Nigeria","NI","NI23",22830,11.2449,7.74564,"-2017327",4,"Niger Delta, Nigeria (general), Nigeria","NI","NI00",23074,4.83333,6,"-2020890",4,"Lafiya, Kaduna, Nigeria","NI","NI23",22830,11.2449,7.74564,"-2017327",20170101183000,"http://omojuwa.com/2017/01/didnt-invest-5m-ponzi-scheme-church-pastor-matthew-ashimolowo/","omojuwa.co","omojuwa.com/2"
7305,613381542,20170101,201701,2017,2017.0027,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,0,173,173,17,"4",-5,1,1,1,-1.61737523105361,4,"Sokoto, Sokoto, Nigeria","NI","NI51",190962,13.0609,5.23902,"-2026911",4,"Lafiya, Kaduna, Nigeria","NI","NI23",22830,11.2449,7.74564,"-2017327",4,"Lafiya, Kaduna, Nigeria","NI","NI23",22830,11.2449,7.74564,"-2017327",20170101183000,"http://omojuwa.com/2017/01/breaking-disneys-bambi-artist-tyrus-wong-dies-aged-106/","omojuwa.co","omojuwa.com/2"
7306,613381543,20170101,201701,2017,2017.0027,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,0,173,173,17,"4",-5,1,1,1,-2.25937641211026,5,"Delta State, Delta, Nigeria","NI","NI36",191350,5.5,6,"29267",5,"Delta State, Delta, Nigeria","NI","NI36",191350,5.5,6,"29267",5,"Delta State, Delta, Nigeria","NI","NI36",191350,5.5,6,"29267",20170101183000,"http://omojuwa.com/2017/01/didnt-invest-5m-ponzi-scheme-church-pastor-matthew-ashimolowo/","omojuwa.co","omojuwa.com/2"
9108,613422366,20170102,201701,2017,2017.0055,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,0,10,10,1,"1",0,6,1,6,-1.87713310580205,1,"China","CH","CH",NA,35,105,"CH",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170102004500,"http://thenationonlineng.net/trouble-48-hour-cargo-clearance/","thenationo","thenationonli"
9443,613427058,20170102,201701,2017,2017.0055,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"BUS","BANK",NA,NA,NA,NA,NA,"BUS",NA,NA,0,10,10,1,"1",0,2,1,2,-4.17209908735332,4,"Ikoyi, Nigeria (general), Nigeria","NI","NI00",23034,8.25,4.16667,"-2011927",4,"Ikoyi, Nigeria (general), Nigeria","NI","NI00",23034,8.25,4.16667,"-2011927",4,"Ikoyi, Nigeria (general), Nigeria","NI","NI00",23034,8.25,4.16667,"-2011927",20170102011500,"http://sunnewsonline.com/businessman-who-lost-10-containers-in-lagos-port-says-im-shattered/","sunnewsonl","sunnewsonline"
9444,613427067,20170102,201701,2017,2017.0055,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,0,10,10,1,"1",0,2,1,2,-4.17209908735332,4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170102011500,"http://sunnewsonline.com/businessman-who-lost-10-containers-in-lagos-port-says-im-shattered/","sunnewsonl","sunnewsonline"
9601,613429353,20170102,201701,2017,2017.0055,"COP","POLICE",NA,NA,NA,NA,NA,"COP",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,173,173,17,"4",-5,10,1,10,-7.93650793650794,4,"Lafia, Nassarawa, Nigeria","NI","NI56",191152,8.48333,8.51667,"-2017299",4,"Lafia, Nassarawa, Nigeria","NI","NI56",191152,8.48333,8.51667,"-2017299",4,"Lafia, Nassarawa, Nigeria","NI","NI56",191152,8.48333,8.51667,"-2017299",20170102013000,"http://punchng.com/suspected-killers-chinese-miner-orderly-nabbed/","punchng.co","punchng.com/s"
9775,613431255,20170102,201701,2017,2017.0055,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10,1,"1",0,2,1,2,-4.06290956749673,4,"Ikoyi, Nigeria (general), Nigeria","NI","NI00",23034,8.25,4.16667,"-2011927",0,NA,NA,NA,NA,NA,NA,NA,4,"Ikoyi, Nigeria (general), Nigeria","NI","NI00",23034,8.25,4.16667,"-2011927",20170102014500,"http://www.4-traders.com/SKYE-BANK-PLC-6501167/news/Businessman-who-lost-10-containers-in-Lagos-port-says-I-rsquo-M-SHATTERED-23631934/","www.4-trad","www.4-traders"
12250,613469970,20170102,201701,2017,2017.0055,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,0,173,173,17,"4",-5,2,1,2,-3.52084176446783,4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",20170102071500,"http://omojuwa.com/2017/01/malabu-oil-deal-efcc-launches-manhunt-dan-etete/","omojuwa.co","omojuwa.com/2"
13448,613494306,20170102,201701,2017,2017.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,173,173,17,"4",-5,2,1,2,-7.78688524590164,0,NA,NA,NA,NA,NA,NA,NA,4,"Nasarawa, Sokoto, Nigeria","NI","NI51",23100,13.0303,5.1938,"10483473",4,"Nasarawa, Sokoto, Nigeria","NI","NI51",23100,13.0303,5.1938,"10483473",20170102100000,"http://pulse.com.gh/filla/in-nassarawa-5-people-arrested-for-killing-chinese-3-others-id5980053.html","pulse.com.","pulse.com.gh/"
13498,613494537,20170102,201701,2017,2017.0055,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"COP","POLICE",NA,NA,NA,NA,NA,"COP",NA,NA,1,173,173,17,"4",-5,2,1,2,-7.78688524590164,4,"Nasarawa, Sokoto, Nigeria","NI","NI51",23100,13.0303,5.1938,"10483473",4,"Nasarawa, Sokoto, Nigeria","NI","NI51",23100,13.0303,5.1938,"10483473",4,"Nasarawa, Sokoto, Nigeria","NI","NI51",23100,13.0303,5.1938,"10483473",20170102100000,"http://pulse.com.gh/filla/in-nassarawa-5-people-arrested-for-killing-chinese-3-others-id5980053.html","pulse.com.","pulse.com.gh/"
13499,613494545,20170102,201701,2017,2017.0055,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"NGACOP","NIGERIA","NGA",NA,NA,NA,NA,"COP",NA,NA,1,173,173,17,"4",-5,6,1,6,-7.78688524590164,4,"Nasarawa, Sokoto, Nigeria","NI","NI51",23100,13.0303,5.1938,"10483473",4,"Nasarawa, Sokoto, Nigeria","NI","NI51",23100,13.0303,5.1938,"10483473",4,"Nasarawa, Sokoto, Nigeria","NI","NI51",23100,13.0303,5.1938,"10483473",20170102100000,"http://pulse.com.gh/filla/in-nassarawa-5-people-arrested-for-killing-chinese-3-others-id5980053.html","pulse.com.","pulse.com.gh/"
13946,613502501,20170102,201701,2017,2017.0055,"GOV","PRESIDENT",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,0,80,80,8,"2",5,2,1,2,-0.9433962264151,4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",1,"China","CH","CH",NA,35,105,"CH",4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",20170102104500,"https://www.naij.com/1080384-exposed-obasanjo-adoke-fayemi-ajaokuta-itakpe-scandal.html","/www.naij.","/www.naij.com"
13992,613502888,20170102,201701,2017,2017.0055,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,0,80,80,8,"2",5,2,1,2,-0.9433962264151,4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",20170102104500,"https://www.naij.com/1080384-exposed-obasanjo-adoke-fayemi-ajaokuta-itakpe-scandal.html","/www.naij.","/www.naij.com"
13993,613502889,20170102,201701,2017,2017.0055,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,0,80,80,8,"2",5,2,1,2,-0.9433962264151,4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",1,"China","CH","CH",NA,35,105,"CH",4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",20170102104500,"https://www.naij.com/1080384-exposed-obasanjo-adoke-fayemi-ajaokuta-itakpe-scandal.html","/www.naij.","/www.naij.com"
14005,613502903,20170102,201701,2017,2017.0055,"NGAGOV","NIGERIA","NGA",NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,80,80,8,"2",5,4,1,4,-0.9433962264151,4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",1,"China","CH","CH",NA,35,105,"CH",4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",20170102104500,"https://www.naij.com/1080384-exposed-obasanjo-adoke-fayemi-ajaokuta-itakpe-scandal.html","/www.naij.","/www.naij.com"
14180,613507162,20170102,201701,2017,2017.0055,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"CHNBUS","CHINA","CHN",NA,NA,NA,NA,"BUS",NA,NA,1,833,83,8,"2",5,4,1,4,0.89766606822262,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170102111500,"http://www.nairaland.com/3550136/nigerian-celebrities-alibabas-2017-january","www.nairal","www.nairaland"
14181,613507163,20170102,201701,2017,2017.0055,"CHNBUS","CHINESE","CHN",NA,NA,NA,NA,"BUS",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,833,83,8,"2",5,6,1,6,0.89766606822262,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170102111500,"http://www.nairaland.com/3550136/nigerian-celebrities-alibabas-2017-january","www.nairal","www.nairaland"
15553,613533252,20170102,201701,2017,2017.0055,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,1,36,36,3,"1",4,1,1,1,-6.40732265446224,4,"Valencia, Carabobo, Venezuela","VE","VE07",31933,10.1806,-68.0039,"-960192",4,"Valencia, Carabobo, Venezuela","VE","VE07",31933,10.1806,-68.0039,"-960192",4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",20170102134500,"http://www.nigeriasun.com/index.php/sid/250608025","www.nigeri","www.nigeriasu"
15620,613533820,20170102,201701,2017,2017.0055,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,36,36,3,"1",4,1,1,1,-6.40732265446224,4,"Valencia, Carabobo, Venezuela","VE","VE07",31933,10.1806,-68.0039,"-960192",4,"Valencia, Carabobo, Venezuela","VE","VE07",31933,10.1806,-68.0039,"-960192",4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",20170102134500,"http://www.nigeriasun.com/index.php/sid/250608025","www.nigeri","www.nigeriasu"
17829,613582008,20170102,201701,2017,2017.0055,"CHN","BEIJING","CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,120,120,12,"3",-4,10,1,10,-3.70774263904035,4,"Maiduguri, Borno, Nigeria","NI","NI27",191040,11.8464,13.1603,"-2018369",0,NA,NA,NA,NA,NA,NA,NA,4,"Maiduguri, Borno, Nigeria","NI","NI27",191040,11.8464,13.1603,"-2018369",20170102181500,"http://www.nigeriasun.com/index.php/sid/250608695","www.nigeri","www.nigeriasu"
20181,613630359,20170102,201701,2017,2017.0055,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,1,70,70,7,"2",7,8,1,8,1.10091743119266,4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170102234500,"http://www.thisdaylive.com/index.php/2017/01/03/china-nigeria-collaborate-on-food-safety-2/","www.thisda","www.thisdayli"
20182,613630360,20170102,201701,2017,2017.0055,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,1,70,70,7,"2",7,2,1,2,1.10091743119266,4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Buhari, Kano, Nigeria","NI","NI29",191078,11.4148,8.25082,"-2008713",20170102234500,"http://www.thisdaylive.com/index.php/2017/01/03/china-nigeria-collaborate-on-food-safety-2/","www.thisda","www.thisdayli"
20183,613630363,20170102,201701,2017,2017.0055,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"ZWE","ZIMBABWE","ZWE",NA,NA,NA,NA,NA,NA,NA,1,128,128,12,"3",-5,2,1,2,-2.89855072463768,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"China","CH","CH",NA,35,105,"CH",1,"Nigeria","NI","NI",NA,10,8,"NI",20170102234500,"http://www.nigeriatoday.ng/2017/01/msimanga-breached-one-china-policy-says-dirco-zimbabwe-star/","www.nigeri","www.nigeriato"
21184,613650578,20170103,201701,2017,2017.0082,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"MEX","MEXICO CITY","MEX",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,2,1,2,0.75075075075075,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170103011500,"http://peakoil.com/forums/viewtopic.php?p=1343305","peakoil.co","peakoil.com/f"
21748,613663378,20170103,201701,2017,2017.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,80,80,8,"2",5,10,1,10,2.06896551724138,0,NA,NA,NA,NA,NA,NA,NA,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170103023000,"http://tribuneonlineng.com/ogbeh-raises-alarm-adulterated-imported-honey-china-2/","tribuneonl","tribuneonline"
22074,613670897,20170103,201701,2017,2017.0082,"AFR","AFRICA","AFR",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,128,128,12,"3",-5,4,1,4,-2.92758089368259,4,"Enugu, Enugu, Nigeria","NI","NI47",191302,6.4402,7.4943,"-2006530",4,"Enugu, Enugu, Nigeria","NI","NI47",191302,6.4402,7.4943,"-2006530",4,"Enugu, Enugu, Nigeria","NI","NI47",191302,6.4402,7.4943,"-2006530",20170103031500,"http://www.nigeriasun.com/index.php/sid/250615357","www.nigeri","www.nigeriasu"
22361,613676172,20170103,201701,2017,2017.0082,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,173,173,17,"4",-5,4,1,4,-8.94308943089431,5,"Bauchi State, Bauchi, Nigeria","NI","NI46",22661,10.5,10,"-2002332",5,"Bauchi State, Bauchi, Nigeria","NI","NI46",22661,10.5,10,"-2002332",5,"Bauchi State, Bauchi, Nigeria","NI","NI46",22661,10.5,10,"-2002332",20170103034500,"http://punchng.com/ex-bauchi-gov-candidate-arrested-for-n6-5bn-fraud/","punchng.co","punchng.com/e"
22400,613677498,20170103,201701,2017,2017.0082,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,1,60,60,6,"2",6,1,1,1,2.3489932885906,1,"China","CH","CH",NA,35,105,"CH",4,"Kanawa, Katsina, Nigeria","NI","NI24",191053,11.5226,7.49105,"10486427",4,"Kanawa, Katsina, Nigeria","NI","NI24",191053,11.5226,7.49105,"10486427",20170103040000,"http://leadership.ng/news/565886/ganduje-moves-to-complete-n967bn-kano-mega-commercial-city","leadership","leadership.ng"
22401,613677502,20170103,201701,2017,2017.0082,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"NGAGOV","NIGERIA","NGA",NA,NA,NA,NA,"GOV",NA,NA,1,60,60,6,"2",6,1,1,1,2.3489932885906,4,"Kanawa, Katsina, Nigeria","NI","NI24",191053,11.5226,7.49105,"10486427",4,"Kanawa, Katsina, Nigeria","NI","NI24",191053,11.5226,7.49105,"10486427",4,"Kanawa, Katsina, Nigeria","NI","NI24",191053,11.5226,7.49105,"10486427",20170103040000,"http://leadership.ng/news/565886/ganduje-moves-to-complete-n967bn-kano-mega-commercial-city","leadership","leadership.ng"
22415,613677776,20170103,201701,2017,2017.0082,"GOV","GOVERNOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,60,60,6,"2",6,7,1,7,2.3489932885906,4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",20170103040000,"http://leadership.ng/news/565886/ganduje-moves-to-complete-n967bn-kano-mega-commercial-city","leadership","leadership.ng"
22447,613678174,20170103,201701,2017,2017.0082,"NGAGOV","NIGERIA","NGA",NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,60,60,6,"2",6,1,1,1,2.3489932885906,4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",20170103040000,"http://leadership.ng/news/565886/ganduje-moves-to-complete-n967bn-kano-mega-commercial-city","leadership","leadership.ng"
23121,613691499,20170103,201701,2017,2017.0082,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,1,36,36,3,"1",4,1,1,1,-3.4412955465587,4,"Valencia, Carabobo, Venezuela","VE","VE07",31933,10.1806,-68.0039,"-960192",4,"Valencia, Carabobo, Venezuela","VE","VE07",31933,10.1806,-68.0039,"-960192",1,"Nigeria","NI","NI",NA,10,8,"NI",20170103054500,"http://www.africaleader.com/index.php/sid/250608025","www.africa","www.africalea"
23210,613692266,20170103,201701,2017,2017.0082,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,36,36,3,"1",4,1,1,1,-3.4412955465587,4,"Valencia, Carabobo, Venezuela","VE","VE07",31933,10.1806,-68.0039,"-960192",4,"Valencia, Carabobo, Venezuela","VE","VE07",31933,10.1806,-68.0039,"-960192",1,"Nigeria","NI","NI",NA,10,8,"NI",20170103054500,"http://www.africaleader.com/index.php/sid/250608025","www.africa","www.africalea"
23593,613698148,20170103,201701,2017,2017.0082,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,4,1,4,-10.9302325581395,1,"China","CH","CH",NA,35,105,"CH",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170103063000,"http://www.independent.ie/irish-news/number-of-illegals-deported-up-70pc-in-past-year-35336970.html","www.indepe","www.independe"
23594,613698149,20170103,201701,2017,2017.0082,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,1,42,42,4,"1",1.9,1,1,1,-10.9302325581395,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170103063000,"http://www.independent.ie/irish-news/number-of-illegals-deported-up-70pc-in-past-year-35336970.html","www.indepe","www.independe"
23595,613698151,20170103,201701,2017,2017.0082,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,1,63,63,6,"2",7.4,2,1,2,-10.9302325581395,4,"Dublin, Dublin, Ireland","EI","EI07",18288,53.3331,-6.24889,"-1502554",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170103063000,"http://www.independent.ie/irish-news/number-of-illegals-deported-up-70pc-in-past-year-35336970.html","www.indepe","www.independe"
23669,613698728,20170103,201701,2017,2017.0082,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,43,43,4,"1",2.8,4,1,4,-10.9302325581395,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"China","CH","CH",NA,35,105,"CH",1,"Nigeria","NI","NI",NA,10,8,"NI",20170103063000,"http://www.independent.ie/irish-news/number-of-illegals-deported-up-70pc-in-past-year-35336970.html","www.indepe","www.independe"
23670,613698729,20170103,201701,2017,2017.0082,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,43,43,4,"1",2.8,1,1,1,-10.9302325581395,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170103063000,"http://www.independent.ie/irish-news/number-of-illegals-deported-up-70pc-in-past-year-35336970.html","www.indepe","www.independe"
